,id,year_month,text,smishing,match_yn,match_cnt,match_word,단어,cagetory1,cagetory2,비고
19,21,17-Jan,내점하신 대출관련하여 전XXX드립니다.XXX은행XXX올림,0,0.0,0.0,,,,,
20,23,17-Jan,시장동향(0130 마감 기준)-KOSPI: 2083.59pt(0.81%)126 마감 기준- KOSPI200: 270.48pt(0.87%)126 마감 기준-Dow Jones: 19971.13pt(-0.61%)-SP 500: 2280.90pt(-0.60%) -NIKKEI225(일본): 19368.85pt(-0.51%)-상하이종합: 3159.17pt(0.31%)126 마감 기준-홍콩 항셍: 23360.78pt(-0.06%)127 마감 기준-홍콩H지수: 9804.05pt(-0.51%)127 마감 기준-Euro STOXX50: 3262.72pt(-1.22%) -원달러: 1176.00원(0.42%) -금(NYMEX): 1194.20(0.49%)- WTI(BBL): 52.60pt(-1.02%)   국내:- 26일 국내증시(KOSPI)는 최근 미국을 비롯한 글로벌 증시 상승세에 따른 투자심리 호조 및 외국인 매수로 2080선을 상승 돌파하여 마감.  해외: 트럼프 반이민 정책 발표 글로벌 증시 경계감- 30일(현지시간) 미국증시는 트럼프 행정부의 반이민 정책에 대한 여론이 악화됨에 따른 투자자들의 경계감으로 전일대비 하락 마감.반면 발표된 경제지표는 대부분 호조세를 기록하며 미국 경기가 개선세를 지속하고 있음을 보여 줌. - 유럽증시는 미국 트럼프의 반이민 정책이 산업계에 미칠 부정적 영향에 대한 우려로 대부분 하락 마감.황금연휴가 끝나고 벌써 1월의 마지막날입니다.활기찬 하루 보내시고 희망찬 2월 맞이하시기바랍니다XXX은행XXX올림,0,0.0,0.0,,,,,
21,24,17-Jan,연휴 잘 보내셨나요?활기찬 한주 시작하는 즐거운하루되세요XXX드림,0,0.0,0.0,,,,,
22,25,17-Jan,명절선물(과일)발송했습니다약소하지만 성의껏준비했습니다XXX옥동 XXX,0,0.0,0.0,,,,,
23,26,17-Jan,(광고)XXX추가 XXX품   특판 안내문XXX 지점에서 취급하고 있는 여신 XXX 드림론과 달리 여신영업부에서는  기존에 판매되고 있는 상품을 한도와 금리에 있어 파격적인 상품으로 한시적 판매하고 있습니다.상품상세내역-판매기간: 한도 소진 시까지(800억)-한도:기존 5천만원에서 1억원으로 상향조정-최고한도:월급여 8배에서 18배까지 상향조정-여XXX도:기존 타행부채가 연봉에 2배 이내면 추가가능-신용조회 시모바일 가조회 시스템으로 조회기록 없이 가능유무 확인.당 행 여신영업부에서 한시적으로 판매하는 상품XXX 고객님께서 메세지 꼭 저장해 놓으시고 자금 계획에 있어 도움을 드리고자 하오니 소중한 상담전화 부탁드립니다.감사합니다XXX 여신영업부 드림무료수신거부XXX-XXX-XXX(광고) XXX 추가 XXX,1,1.0,1.0,가조회,,,,
24,27,17-Jan,XXX은행XXX지점XXX대리입니다만기관련으로 전XXX드립니다,0,0.0,0.0,,,,,
25,28,17-Jan,새해 복많이 받으시고 축복과 행운이 가득하기를 기원합니다 국XXX XXX 올림,0,0.0,0.0,,,,,
26,30,17-Jan,XXX 고객님안녕하십니까고객님과 첫만남이 바로 엊그제같은데 벌써 아쉬운 인사를 드리게 되었습니다.저는 이번 인사이동으로 정들었던 지점을 떠나게 되었습니다.고객님을 모시고 일할수 잇었던 순간들이 제게는 행운이었으며 가장 행복한 순간이 아니었나 생각합니다.고객님과 함께한 소중한 추억들은 마음 속 깊이 오래오래 간직하겠습니다. 떠나XXX 고객님을 일일이 찾아 뵙고 인사를 올려야 마땅하지만 이렇게 메세지를 통해 인사드리게 된점 널리 이해해 주시기 바랍니다.그동안 베풀어 주신 사랑에 감사드리며 앞으로도 많은 관심과 격려 부탁드립니다.고객님의 가정에 항상 건강과 행운이 함께하기를 기원합니다. 감사합니다 . XXX은행XXX지점 팀장XXX올림,0,0.0,0.0,,,,,
27,32,17-Jan,지금이순간가장행복한XXX고객님이셨으면좋겠습니다행복한주말되세요XXX올림,0,0.0,0.0,,,,,
28,33,17-Jan,XXX 고객님안녕하세요? 다름이 아니라 제가 이번에 XXX센터로 발령받아 이동하게 되었습니다120일부터 저보다 더 훌륭한 VIP팀장이 부XXX 고객님을 전담할 예정이니 지속적인 거래부탁드립니다고객님의 가정에 즐거움이 넘쳐나길 바라며 항상 건강하십시오XXX서초동종합금융센터 XXX팀장 올림,0,0.0,0.0,,,,,
29,34,17-Jan,하루를 지내고 나면 더 즐거운 하루가 오고 좋은 일이 생기면 더 행복한 일을 만들 수 있는 아름다운 정유년 새해가 되기를  기원합니다. XXX은행신영통XXX올림,0,0.0,0.0,,,,,
30,35,17-Jan,119일 예금만기안내드립니다XXX은행XXX XXX 올림,0,0.0,0.0,,,,,
31,36,17-Jan,(광고)XXX신용관리 XXX 알고 싶다나의 신용과 재무상태는 직접 관리해야지 누군가가 대신해주지 않습니다. 대출도 바로 알고 바로 쓰면 절대 나쁜 것이 아닙니다. 모든 분이 금융에 대해서 바로 알기를 원합니다. 조금만 관심을 가지신다면 건전한 신용과 재무상태가 될 것입니다.어렵지 않습니다. 제가 도와드릴 수 있도록 노력하겠습니다.신청방법: 문자로 상담이라는 답장을 주시거나 전화를 주시면 친절하고 안전한 상담으로 도와드리겠습니다.카카오톡 상담 서비스 시행 중 citibank55친구 추가 후 상담 신청XXX은행 대출상품안내1. 직장인 신용대출한도: 1억4000만 원까지.금리: 최저 2.97%자격: XXX은행 자체등급과 기업리스트에 따라 차등적용.2. 채무통합 전환대출한도: 연봉대비 300%까지.금리: 최저 2.97%자격: XXX은행 자체등급과 기업리스트에 따라 차등적용.3. 새희망홀씨 한도: 최대 2500만 원.금리: 8.68%12%자격: 연 소득 4000만 원 이하 고객 대상으로 XXX 자체등급에 따라 차등적용.XXX은행 상품의 특징1. 당사 거래가 전혀 없어도 대출 가능.2. 시중은행보다 높은 한도.3. 자체등급으로 판단하므로 저신용자도 대출 가능.4. 부채가 많다면 부채통합상품으로 전환 가능.5. 원리금 균등방식을 이자만 내는 만기일시로 전환 가능.6. 가상조회를 통해 한도 및 금리를 한 번에 확인 가능. 이런 분들께 권해드립니다.1. 이미 시중 은행권에서 대출한도를 모두 사용 중이신 분.2. 기존대출의 원리금 균등방식으로 인해 월납입금액이 부담스러우신 분.3. 총대출금액은 적으나 대출 건수가 많아서 관리가 안 되시는 분.4. 이제라도 대출로 인한 신용등급 관리 및 상승에 관심이 있으신 분.신청방법: 문자로 상담이라는 답장을 주시거나 전화를 주시면 친절하고 안전한 상담으로 도와드리겠습니다.카카오톡 상담 서비스 시행 중 c(광고)XXX  신용관리 XXX 알,1,1.0,10.0,"저신용자, 차등적용, 부채통합상품, 기업리스트, 가상조회, 직장인, 건수, 연봉대비, 희망홀씨, 은행권",,,,
32,37,17-Jan,(광고)XXX 고객님! 전셋집 구하셨나요?  상담 후 재상담이 안되어서요. 상담사항 있으시면 전화 부탁. 연락처: 내선2XXXXXX-XX-XXX-XXX           XXX은행원광대병원(출)XXX올림XXX-XXX-XXX무료수신거부XXX-XXX-XXX,0,0.0,0.0,,,,,
33,38,17-Jan,오랜만에 모이는 가족들과 행복한 설명절보내셔요XXX서라벌XXX부지점장,0,0.0,0.0,,,,,
34,39,17-Jan,(광고)안녕하세요?XXX은행 영동XXX점 팀장 XXX입니다.설렘으로 시작한 2017년소망하시는 일 모두 이루시고 가정에 늘 건강과 행복이 함께하길 기원하겠습니다.사랑하는 가족과 덕담을 나누는행복한 설 명절 보내시기 바랍니다.XXX은행은 언제나 평생금융파트너로서 최선을 다하겠습니다새해  많이 받으세요XXX은XXX대로XXX올림XXX-XXX-XXX무료수신거부XXX-XXX-XXX,0,0.0,0.0,,,,,
35,40,17-Jan,XXX 고객님안녕하십니까!금번 인사이XXX 사장님을 모시게 된 XXX팀장입니다.앞으로 정성껏 모시겠습니다.새해 복 많이 받으십시오!XXX은행금XXX올림,0,0.0,0.0,,,,,
36,41,17-Jan,XXX 고객님행복한 명절 설날!!올핸 마음재물건강웃음행복행운모두모두 갖는 한해되시길 기원해요(ㅡ)즐거운 명절 되시고안전운전 잊지마세요XXX은행구리XXX올림,0,0.0,0.0,,,,,
37,42,17-Jan,XXX 고객님 안녕하세요.소득세법 시행령 25조(XXX성보 험 보 험차익)시행예고에 따라 XXX성보 험  비과세 혜택이 2월3일부터 축소되어 안내드립니다10년 이상의 일시납 XXX성 보 험은 1인당 2억원에서 1억원으로 비과세 한도가 축소되고 금액제한없이 비과세 혜택을 받던 5년납이상 월적립식은 1인당 월150만원으로 혜택이 축소 됩니다.2월3일이후에는 기존 비과세 한도를 적용 받으실 수 없으니 비과세 혜택을 놓치지 마시고 은행방문부탁드려요XXX은행XXX올림,0,0.0,0.0,,,,,
38,43,17-Jan,시계는살수있지만 시간은살수없습니다.후회보다는 만족하는한주되세요XXX포항XXX,0,0.0,0.0,,,,,
39,44,17-Jan,고객님설을 맞아 소망하는 일 모두 이루세요XXX은XXX지점 박효주XXX팀장올림,0,0.0,0.0,,,,,
40,45,17-Jan,(광고)안녕하세요수신을 희망하지 않으실 경우에는 거부 라는 답장을 주시면 KISA 수신거부 목록에 등록을 시켜 두번 다시 발송되지 않도록 조치를 취해드리겠습니다.추가자금 이나 채무통합 상담안내 문자발송 하였습니다.XXX-XXX-XXX 담당:XXX팀장매우 바쁘신줄 알지만 3분만 시간을내주셔서 저의 글을 끝까지 읽어주시면 조금이나마 도움이 되실거라 판단되어 감히 글을 남깁니다.일전에 XXX금융 상담을 해드렸던 XXX 입니다.이런 연락들을 하루에도 몇번씩 받으실텐데 저까지 거들게되어 깊은 사과의 말씀부터 드리겠습니다.다름이 아니라 이번에 대출전문 컨설팅 회사로 이직을 했습니다.기존 XXX금융 근무할때는 세렉트론 한상품만 취급을 했지만이제는 전 금융권을 전부 가이드 해드릴수가 있기때문에 보다 나은 금융서비스를 제공해 드릴수가 있습니다.고객님 이용중이신 2금융권중 금리 높은 부분...추후 저금리추가자금채무통합기존정부상품1.햇살론새희망XXX드림론정부지원자금사잇돌보증재단 상품2.담보 아파트빌라상가건물토지등 상품 3.차량상품 또한 진행가능합니다 궁금한 사항 있으시면 언제든지 연락주시면 성심 성의껏 상담해 드리겠습니다.그리고 마지막으로 간혹 부채가 너무많이있으셔서 부채통합이 안되신다고 걱정을 하시는데 부채XXX 고객님 부채를 0 원으로 만들어 드린상태에서...이렇게 되면 당연히 등급한도가 최대로 살아나십니다.이런 상황에서 진행을 해드리는 부채통합 상품도 있으니 부채가 많으셔도 진행이 가능하십니다.부채통합 상품은 오히려 부채 많으신 분들이 이용하시는 상품입니다.위 내용중 하나라도 해당이 되시는분들은 언제든지 전화문자 연락주시면 정확한 상담을 해드리겠습니다.속는셈치고 연락한번 주시면 만족하실수 있도록 최선을 다하고 신뢰할수 있는 상담 도움드리겠습니다.많이 불편하셨다면 발신번호나 무료수신 거부 문자 주시면 수신거부 처리해드리겠습니다.불편하게 해드XXX 정말광고 XXX은행,1,1.0,5.0,"정부지원, 햇살론, 이직, 추가자금, 사잇돌",,,,
41,46,17-Jan,고객님 한해수고하셨습니다정유년에는 행복한일만 가득하길기원합니다XXX양평XXX,0,0.0,0.0,,,,,
42,49,17-Jan,2017정유년새해엔건강웃음기쁨소망행복가득넘치는한해되시길희망합니다XXX,0,0.0,0.0,,,,,
43,50,17-Jan,XXX 고객님의 든든한 동반자가 되겠습니다.전담직원 XXX계장..(ㅡ),0,0.0,0.0,,,,,
44,51,17-Jan,고객님의 예금만기가 1월13일입니다재예치부탁드립니다XXX원주 XXX대리올림,0,0.0,0.0,,,,,
45,52,17-Jan,XXX 고객님까치까치 설날은 어저께고요우리 우리 설날은 오늘이래요정말 오랫만에 들어보는 노랫말이죠? 요즘은 이런노래소리도 잘 들리지 않더라구요..명절 연휴 가족들과 행복하게 보내시길 바랍니다 새해 복 많이 받으세요(-)XXX은행개포동XXX올림,0,0.0,0.0,,,,,
46,53,17-Jan,사랑과 행복이 가득한 설날 되세요광운대역지점 부지점장 XXX올림,0,0.0,0.0,,,,,
47,54,17-Jan,새해는 모든분들 행복과 행운이  넘치는 한해가 되길 기도드리며  새해 복 많이 받으세요...         새해 소망의 기도새해에는 내 안에 있는 모든 것들과내 밖의 모든 인연에 대하여따뜻하고 안온함으로 만나지게 하소서..아침밥을 떠 넣는 연명이내 부실을 부채질하지 않도록모든 기관의 건강을 도모하며활력이 넘치고 순조롭게 하소서..어제 보았던 사람의 낯빛이 환하고 다시 말날 수 있어 고마운문을 열면 마주치는 사람들과 나보다 먼저 배려하는 따뜻한이웃으로 머물게 하소서..현관문 앞에 가지런히 놓은 신발을 다시 꿰고 나설 수 있음에 감사하며 돌아와 안기는 울타리 안의 따뜻한 온기가 영원하게 하소서...햇살과 바람 공기와 물 이 소중한 것들과 풀뿌리 하나 나무 한 그루에도 사랑이 깃들어 살아가는 모두가 행복을 누리게 하소서.새해 내 소망의 기도가 하늘에 닿아 영광이 내리고땅으로 스며 환희로 솟구쳐서 나를 아는 모든 이들이올 한해 하고자 하는 모든 일들이뜻대로 이루어지는 감사의 날이 되게 하시고 평화롭고 복된 한해가 되게 하소서...XXX목동지점 VIP팀장 XXX올림,0,0.0,0.0,,,,,
48,56,17-Jan,실패를 두려워하지 마세요 실패후에 얻는 교훈이 더 소중하니까요 XXX마포 XXX,0,0.0,0.0,,,,,
49,57,17-Jan,XXX 고객님희망찬 정유년 새해가 밝았습니다올한해도 행복한 일들로 가득하고 건강하시길 바랍니다감사합니다XXX서초로지점 XXX팀장 올림o,0,0.0,0.0,,,,,
50,58,17-Jan,(광고)한국citi bank 나의 대출한도와 금리는? 대출때문에 고민하고 있다거나 높은이자에 허덕이고 있다면 2분만 시간을 내어 이문자에 집중할 시간입니다. 여러분의 악성대출을 상환할 수 있도록 도와드릴것을 약속드립니다. 1. 대출의 50%이상이 2금융권이신분들 2. 월급의 절반정도를 카드값으로 빠지시는분들 3. 부채의 대부분이 원리금 균등방식으로 상환하는분들 4. 등급이 낮아 은행권대출이 안된다고 판단하시는분들 ()내용을 읽어보시고한건이라도 해당이되신다면 꼭 상담이 필요하다고 생각듭니다. 저희가 모든 수단과 방법을 동원해 금리를 1%라도 낮춰드리고 금융에 관한 꿀팁을 알려드리겠습니다.   한국citi bank 직장인 상품 금리연2.82%(CD금리변동) 직장인기준(공무원외감업체대기업 우대) 한도1억4천만원까지  일반업체개인사업장 근로자도 진행가능 신용도와 상관없이  자체등급으로 판단   신청방법 문자로 상담 이라고 답장을 주시거나 전화를 주시면 정직하고 친절히 상담으로 도움드릴께요 신용 상담을 위한 신용조회는 등급에 영향을 미치지 않습니다.   카카오톡 신청방법 ID:citibank1 아이디검색후 친구추가후 상담이라는 카톡을 남겨주세요 빠르게 답변드리겠습니다.   부채통합대출 상품 자격조건:사대보험가능한 직장인 and 재직 1년이상(1년미만도  직군과 등급에 따라 가능할 수 있습니다 한도:연봉대비300%까지  금리:최저 3%(등급 차등적용)   부채통합대출의 장점 a)월 최대 85%정도 이자 절감(월100만원 이상) b)신용등급 상승 최대 13등급까지 상향 c)연봉대비(DTI) 280%까지(직군소득별 차등적용) d)건수를 최소화 시켜 관리가 용이하게!! e)추가 자금까지 저금리로 확보하게 해드립니다.  신청방법 문자로 상담 이라고 답장을 주시거나 전화를 주시면 정직하고 친절히 상담으로 도XXX,1,1.0,6.0,"차등적용, 직장인, 상관없이, 건수, 연봉대비, 은행권",,,,
51,59,17-Jan,사랑한는 가족과 따뜻한 설 명절 보내시길 기원합니다.XXX LH지점 XXX,0,0.0,0.0,,,,,
52,61,17-Jan,(광고)XXX 고객님광고)XXX고객님 안녕하십니까? XXX은행 XXX점 XXX차장 입니다. 항상 저희 XXX수색지점을 이용해 주셔서 감사드립니다. 오늘은 XXX은행에서 안전한 금융거래를 위하여 입출금내역을 무료로 제공해 드리는     어플에 대해서 소개시켜 드리고자 안내드립니다. 스마트폰 플레이스토어 앱스토어에서 XXX스타알림어플을 다운로드 후 입출금 문자를   원하시는 계좌를 등록하시면 무료로 입출금 문자를 받아보실 수 있습니다. 등록시 직원번호 XXX 꼬옥 입력 부탁드립니다. 문의사항 있으시면 연락주시길 바라며 SMS입출금통지서비스가 가입되어 있는 계좌는 XXX스타알림가입시 기존 통지서비스는 해지됩니다. 항상 건강 유의하시고 오늘도 즐거운 하루 되시길 바랍니다 준법감시인 심의필 제692호 2016.10.07XXX은행수색XXX올림XXX-XXX-XXX무료수신거부XXX-XXX-XXX,0,0.0,0.0,,,,,
53,62,17-Jan,고객님 XXX은행XXX지점에 적금 가입해 주셔서 감사합니다.,0,0.0,0.0,,,,,
54,63,17-Jan,XXX 고객님오랜만에 모이는 가족 친지분들과 즐거운 설 연휴 보내시고 눈소식이 있으니안전운전 하세요 한해 원하시는 바 모두 이루어지시길 기원합니다 그동안 정말 감사합니다새해 복 많이 받으세요XXX평내동 XXX 올림,0,0.0,0.0,,,,,
55,64,17-Jan,고객님 새해복 많이 받으세요2017년 세법 개정으로 XXX성 보 험 비과새 한도 축소내용을 안내드립니다.2017년2월3일 가입 XXX터첫째거치 2억원한도 비과세가 1억원 한도둘째5년이상적립식 무제한 비과세가 월한도150만원으로 한정혹시 비과세 가입 예정이시면 이번 1월 이내로 내점하시어 꼭 상담 받으시길 바랍니다.항상 건강하시고 올 한해도 즐겁게 보내시길 바랍니다.,0,0.0,0.0,,,,,
56,65,17-Jan,눈이많이왔네요하얀눈처럼행복한하루보내시고눈길조심XXXXXX송우XXX계장,0,0.0,0.0,,,,,
57,66,17-Jan,고객님의 XXX밸류포커스 증권 현재수익률 - 6.88%입니다.XXX은행약수역지점,0,0.0,0.0,,,,,
58,67,17-Jan,XXX 고객님기분좋은 금요일한주동안 수고 많으셨습니다행복은 가장 가까운 곳에 있다고 하죠 작은것에 만족하고 즐거움을 찾는 행복한 주말보내세요(ㅡ)일체유심조 - 세상사 모든 일들은 내가 마음먹기에 달렸다XXX은행남천중앙XXX올림,0,0.0,0.0,,,,,
59,68,17-Jan,XXX 고객님 가족과 함께 행복하고  웃음 가득한  설 명절 보내시길  바랍니다 XXX김XXX지점 XXX차장 올림,0,0.0,0.0,,,,,
60,70,17-Jan,XXX 고객님 안녕하세요즐거운명절 설날!!좋은 덕담과 복 많이 나누시고 설연휴동안 건강하고 행복한 시간 보내세요새해 복많이 받으세요XXX은행하안동XXX올림,0,0.0,0.0,,,,,
61,71,17-Jan,기업대출 만기 연장관련 준비서XXX입니다사업자등록증명원소득금액증명원(2015년도)부가세과세표준확인원(2015년도2016년도)주민등록등본국세완납증명서신분증도장  준비해서 내점하시면 됩니다XXX은행파장동XXX올림,0,1.0,1.0,사업자,,,,
62,72,17-Jan,사모님 오늘 내점 가능하시죠? 시간되실때 들려주세요 XXX XXX팀장,0,0.0,0.0,,,,,
63,73,17-Jan,안녕하세요 XXX낙성대역지점 XXX대리입니다. 좀전에 다녀가셨는데 제가 신분증을 미쳐 드리지 못해 전화연락드렸으나 통화어려워 메세지 드립니다. 잘보관하고 있을테니 다시 들러주시길 부탁드립니다. 죄송합니다. 문의사항 XX-XXX-XXX 으로 주시길 바랍니다.,0,0.0,0.0,,,,,
64,74,17-Jan,자고나니 하얀 눈이 많이 내렸네요 온산하가 하얀 물감으로 물들인듯 너무도 아름답네요좋은기분으로 행복하고 편안한주말보내세요 운전조심. 건강조심하세요XXX은행평내동XXX올림,0,0.0,0.0,,,,,
65,75,17-Jan,즐거운 명절 설날을 맞아 새해 가슴속에 품은 소망들이 모두 이루어지는 한해 되시길 기원합니다.좋은 덕담과 복 많이 나누시고 설연휴동안 건강하고 행복한 시간 보내세요새해 복 많이 받으세요XXX도마동지점 XXX계장,0,0.0,0.0,,,,,
66,76,17-Jan,제가 봉은XXX점으로 이동합니다! 그동안 배려에 감사드립니다! 건강하세요!XXX학동,0,0.0,0.0,,,,,
